Unnamed: 0,codigo_def,categorias,codigo,clasificacion
991.0,Q35,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
992.0,Q36,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
993.0,Q37,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
994.0,Q38,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
995.0,Q39,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
996.0,Q40,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
997.0,Q41,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
998.0,Q42,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
999.0,Q43,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1000.0,Q44,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1001.0,Q45,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1002.0,Q52,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1003.0,Q53,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1004.0,Q54,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1005.0,Q55,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1006.0,Q56,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1007.0,Q60,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1008.0,Q61,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1009.0,Q62,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1010.0,Q63,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1011.0,Q64,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1012.0,Q65,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1013.0,Q67,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1014.0,Q68,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1015.0,Q71,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1016.0,Q72,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1017.0,Q74,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1018.0,Q75,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1019.0,Q76,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1020.0,Q77,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1021.0,Q78,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1022.0,Q79,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1023.0,Q80,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1024.0,Q81,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1025.0,Q82,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1026.0,Q83,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1027.0,Q84,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1028.0,Q85,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1029.0,Q86,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1030.0,Q87,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1031.0,Q89,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1032.0,Q90,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1033.0,Q91,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1034.0,Q92,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1035.0,Q93,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1036.0,Q96,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1037.0,Q97,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1038.0,Q98,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1039.0,Q99,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
1040.0,R00,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1041.0,R01,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1042.0,R02,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1043.0,R04,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1044.0,R06,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1045.0,R07,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1046.0,R09,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1047.0,R10,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1048.0,R11,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1049.0,R13,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1050.0,R14,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1051.0,R16,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1052.0,R17,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1053.0,R18,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1054.0,R19,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1055.0,R20,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1056.0,R22,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1057.0,R23,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1058.0,R25,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1059.0,R26,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1060.0,R27,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1061.0,R29,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1062.0,R30,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1063.0,R31,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1064.0,R33,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1065.0,R34,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1066.0,R35,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1067.0,R39,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1068.0,R40,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1069.0,R41,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1070.0,R42,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1071.0,R43,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1072.0,R45,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1073.0,R47,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1074.0,R48,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1075.0,R50,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1076.0,R51,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1077.0,R52,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1078.0,R53,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1079.0,R54,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1080.0,R55,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1081.0,R56,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1082.0,R57,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1083.0,R58,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1084.0,R59,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1085.0,R60,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1086.0,R61,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1087.0,R62,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1088.0,R63,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1089.0,R64,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1090.0,R65,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1091.0,R68,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1092.0,R70,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1093.0,R71,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1094.0,R72,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1095.0,R73,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1096.0,R74,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1097.0,R76,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1098.0,R77,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1099.0,R78,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1100.0,R79,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1101.0,R80,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1102.0,R81,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1103.0,R82,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1104.0,R83,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1105.0,R84,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1106.0,R85,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1107.0,R86,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1108.0,R87,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1109.0,R89,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1110.0,R90,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1111.0,R91,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1112.0,R92,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1113.0,R93,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1114.0,R94,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1115.0,R95,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1116.0,R96,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1117.0,R97,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1118.0,R98,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1119.0,R99,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",,
1120.0,U07,COVID-19,,
1121.0,U10,COVID-19,,
1122.0,U12,COVID-19,,
1123.0,V01,Accidentes y causas externas,,
1124.0,V02,Accidentes y causas externas,,
1125.0,V03,Accidentes y causas externas,,
1126.0,V04,Accidentes y causas externas,,
1127.0,V05,Accidentes y causas externas,,
1128.0,V06,Accidentes y causas externas,,
1129.0,V09,Accidentes y causas externas,,
1130.0,V10,Accidentes y causas externas,,
1131.0,V11,Accidentes y causas externas,,
1132.0,V12,Accidentes y causas externas,,
1133.0,V13,Accidentes y causas externas,,
1134.0,V14,Accidentes y causas externas,,
1135.0,V15,Accidentes y causas externas,,
1136.0,V16,Accidentes y causas externas,,
1137.0,V17,Accidentes y causas externas,,
1138.0,V18,Accidentes y causas externas,,
1139.0,V19,Accidentes y causas externas,,
1140.0,V20,Accidentes y causas externas,,
1141.0,V21,Accidentes y causas externas,,
1142.0,V22,Accidentes y causas externas,,
1143.0,V23,Accidentes y causas externas,,
1144.0,V24,Accidentes y causas externas,,
1145.0,V25,Accidentes y causas externas,,
1146.0,V26,Accidentes y causas externas,,
1147.0,V27,Accidentes y causas externas,,
1148.0,V28,Accidentes y causas externas,,
1149.0,V29,Accidentes y causas externas,,
1150.0,V30,Accidentes y causas externas,,
1151.0,V31,Accidentes y causas externas,,
1152.0,V32,Accidentes y causas externas,,
1153.0,V33,Accidentes y causas externas,,
1154.0,V34,Accidentes y causas externas,,
1155.0,V37,Accidentes y causas externas,,
1156.0,V38,Accidentes y causas externas,,
1157.0,V39,Accidentes y causas externas,,
1158.0,V40,Accidentes y causas externas,,
1159.0,V41,Accidentes y causas externas,,
1160.0,V42,Accidentes y causas externas,,
1161.0,V43,Accidentes y causas externas,,
1162.0,V44,Accidentes y causas externas,,
1163.0,V45,Accidentes y causas externas,,
1164.0,V46,Accidentes y causas externas,,
1165.0,V47,Accidentes y causas externas,,
1166.0,V48,Accidentes y causas externas,,
1167.0,V49,Accidentes y causas externas,,
1168.0,V50,Accidentes y causas externas,,
1169.0,V51,Accidentes y causas externas,,
1170.0,V52,Accidentes y causas externas,,
1171.0,V53,Accidentes y causas externas,,
1172.0,V54,Accidentes y causas externas,,
1173.0,V55,Accidentes y causas externas,,
1174.0,V56,Accidentes y causas externas,,
1175.0,V57,Accidentes y causas externas,,
1176.0,V58,Accidentes y causas externas,,
1177.0,V59,Accidentes y causas externas,,
1178.0,V60,Accidentes y causas externas,,
1179.0,V62,Accidentes y causas externas,,
1180.0,V63,Accidentes y causas externas,,
1181.0,V64,Accidentes y causas externas,,
1182.0,V65,Accidentes y causas externas,,
1183.0,V66,Accidentes y causas externas,,
1184.0,V67,Accidentes y causas externas,,
1185.0,V68,Accidentes y causas externas,,
1186.0,V69,Accidentes y causas externas,,
1187.0,V70,Accidentes y causas externas,,
1188.0,V71,Accidentes y causas externas,,
1189.0,V72,Accidentes y causas externas,,
1190.0,V73,Accidentes y causas externas,,
1191.0,V74,Accidentes y causas externas,,
1192.0,V75,Accidentes y causas externas,,
1193.0,V76,Accidentes y causas externas,,
1194.0,V77,Accidentes y causas externas,,
1195.0,V78,Accidentes y causas externas,,
1196.0,V79,Accidentes y causas externas,,
1197.0,V80,Accidentes y causas externas,,
1198.0,V81,Accidentes y causas externas,,
1199.0,V82,Accidentes y causas externas,,
1200.0,V83,Accidentes y causas externas,,
1201.0,V84,Accidentes y causas externas,,
1202.0,V85,Accidentes y causas externas,,
1203.0,V86,Accidentes y causas externas,,
1204.0,V87,Accidentes y causas externas,,
1205.0,V88,Accidentes y causas externas,,
1206.0,V89,Accidentes y causas externas,,
1207.0,V90,Accidentes y causas externas,,
1208.0,V91,Accidentes y causas externas,,
1209.0,V92,Accidentes y causas externas,,
1210.0,V93,Accidentes y causas externas,,
1211.0,V94,Accidentes y causas externas,,
1212.0,V95,Accidentes y causas externas,,
1213.0,V96,Accidentes y causas externas,,
1214.0,V97,Accidentes y causas externas,,
1215.0,V98,Accidentes y causas externas,,
1216.0,V99,Accidentes y causas externas,,
1217.0,W00,Accidentes y causas externas,,
1218.0,W01,Accidentes y causas externas,,
1219.0,W02,Accidentes y causas externas,,
1220.0,W03,Accidentes y causas externas,,
1221.0,W04,Accidentes y causas externas,,
1222.0,W05,Accidentes y causas externas,,
1223.0,W06,Accidentes y causas externas,,
1224.0,W07,Accidentes y causas externas,,
1225.0,W08,Accidentes y causas externas,,
1226.0,W09,Accidentes y causas externas,,
1227.0,W10,Accidentes y causas externas,,
1228.0,W11,Accidentes y causas externas,,
1229.0,W12,Accidentes y causas externas,,
1230.0,W13,Accidentes y causas externas,,
1231.0,W14,Accidentes y causas externas,,
1232.0,W15,Accidentes y causas externas,,
1233.0,W16,Accidentes y causas externas,,
1234.0,W17,Accidentes y causas externas,,
1235.0,W18,Accidentes y causas externas,,
1236.0,W19,Accidentes y causas externas,,
1237.0,W20,Accidentes y causas externas,,
1238.0,W21,Accidentes y causas externas,,
1239.0,W22,Accidentes y causas externas,,
1240.0,W23,Accidentes y causas externas,,
1241.0,W24,Accidentes y causas externas,,
1242.0,W25,Accidentes y causas externas,,
1243.0,W26,Accidentes y causas externas,,
1244.0,W27,Accidentes y causas externas,,
1245.0,W28,Accidentes y causas externas,,
1246.0,W29,Accidentes y causas externas,,
1247.0,W30,Accidentes y causas externas,,
1248.0,W31,Accidentes y causas externas,,
1249.0,W32,Accidentes y causas externas,,
1250.0,W33,Accidentes y causas externas,,
1251.0,W34,Accidentes y causas externas,,
1252.0,W35,Accidentes y causas externas,,
1253.0,W36,Accidentes y causas externas,,
1254.0,W37,Accidentes y causas externas,,
1255.0,W38,Accidentes y causas externas,,
1256.0,W39,Accidentes y causas externas,,
1257.0,W40,Accidentes y causas externas,,
1258.0,W41,Accidentes y causas externas,,
1259.0,W43,Accidentes y causas externas,,
1260.0,W44,Accidentes y causas externas,,
1261.0,W45,Accidentes y causas externas,,
1262.0,W49,Accidentes y causas externas,,
1263.0,W50,Accidentes y causas externas,,
1264.0,W51,Accidentes y causas externas,,
1265.0,W52,Accidentes y causas externas,,
1266.0,W54,Accidentes y causas externas,,
1267.0,W55,Accidentes y causas externas,,
1268.0,W57,Accidentes y causas externas,,
1269.0,W58,Accidentes y causas externas,,
1270.0,W59,Accidentes y causas externas,,
1271.0,W60,Accidentes y causas externas,,
1272.0,W64,Accidentes y causas externas,,
1273.0,W65,Accidentes y causas externas,,
1274.0,W66,Accidentes y causas externas,,
1275.0,W67,Accidentes y causas externas,,
1276.0,W68,Accidentes y causas externas,,
1277.0,W69,Accidentes y causas externas,,
1278.0,W70,Accidentes y causas externas,,
1279.0,W73,Accidentes y causas externas,,
1280.0,W74,Accidentes y causas externas,,
1281.0,W75,Accidentes y causas externas,,
1282.0,W76,Accidentes y causas externas,,
1283.0,W77,Accidentes y causas externas,,
1284.0,W78,Accidentes y causas externas,,
1285.0,W79,Accidentes y causas externas,,
1286.0,W80,Accidentes y causas externas,,
1287.0,W81,Accidentes y causas externas,,
1288.0,W83,Accidentes y causas externas,,
1289.0,W84,Accidentes y causas externas,,
1290.0,W85,Accidentes y causas externas,,
1291.0,W86,Accidentes y causas externas,,
1292.0,W87,Accidentes y causas externas,,
1293.0,W88,Accidentes y causas externas,,
1294.0,W89,Accidentes y causas externas,,
1295.0,W91,Accidentes y causas externas,,
1296.0,W92,Accidentes y causas externas,,
1297.0,W94,Accidentes y causas externas,,
1298.0,X00,Accidentes y causas externas,,
1299.0,X01,Accidentes y causas externas,,
1300.0,X02,Accidentes y causas externas,,
1301.0,X03,Accidentes y causas externas,,
1302.0,X04,Accidentes y causas externas,,
1303.0,X05,Accidentes y causas externas,,
1304.0,X06,Accidentes y causas externas,,
1305.0,X08,Accidentes y causas externas,,
1306.0,X09,Accidentes y causas externas,,
1307.0,X10,Accidentes y causas externas,,
1308.0,X11,Accidentes y causas externas,,
1309.0,X12,Accidentes y causas externas,,
1310.0,X13,Accidentes y causas externas,,
1311.0,X14,Accidentes y causas externas,,
1312.0,X15,Accidentes y causas externas,,
1313.0,X16,Accidentes y causas externas,,
1314.0,X17,Accidentes y causas externas,,
1315.0,X18,Accidentes y causas externas,,
1316.0,X19,Accidentes y causas externas,,
1317.0,X20,Accidentes y causas externas,,
1318.0,X21,Accidentes y causas externas,,
1319.0,X22,Accidentes y causas externas,,
1320.0,X23,Accidentes y causas externas,,
1321.0,X24,Accidentes y causas externas,,
1322.0,X25,Accidentes y causas externas,,
1323.0,X26,Accidentes y causas externas,,
1324.0,X27,Accidentes y causas externas,,
1325.0,X28,Accidentes y causas externas,,
1326.0,X29,Accidentes y causas externas,,
1327.0,X30,Accidentes y causas externas,,
1328.0,X31,Accidentes y causas externas,,
1329.0,X32,Accidentes y causas externas,,
1330.0,X33,Accidentes y causas externas,,
1331.0,X34,Accidentes y causas externas,,
1332.0,X35,Accidentes y causas externas,,
1333.0,X36,Accidentes y causas externas,,
1334.0,X37,Accidentes y causas externas,,
1335.0,X38,Accidentes y causas externas,,
1336.0,X39,Accidentes y causas externas,,
1337.0,X40,Accidentes y causas externas,,
1338.0,X41,Accidentes y causas externas,,
1339.0,X42,Accidentes y causas externas,,
1340.0,X43,Accidentes y causas externas,,
1341.0,X44,Accidentes y causas externas,,
1342.0,X45,Accidentes y causas externas,,
1343.0,X46,Accidentes y causas externas,,
1344.0,X47,Accidentes y causas externas,,
1345.0,X48,Accidentes y causas externas,,
1346.0,X49,Accidentes y causas externas,,
1347.0,X50,Accidentes y causas externas,,
1348.0,X51,Accidentes y causas externas,,
1349.0,X52,Accidentes y causas externas,,
1350.0,X53,Accidentes y causas externas,,
1351.0,X54,Accidentes y causas externas,,
1352.0,X57,Accidentes y causas externas,,
1353.0,X58,Accidentes y causas externas,,
1354.0,X59,Accidentes y causas externas,,
1355.0,X60,Accidentes y causas externas,,
1356.0,X61,Accidentes y causas externas,,
1357.0,X62,Accidentes y causas externas,,
1358.0,X63,Accidentes y causas externas,,
1359.0,X64,Accidentes y causas externas,,
1360.0,X65,Accidentes y causas externas,,
1361.0,X66,Accidentes y causas externas,,
1362.0,X67,Accidentes y causas externas,,
1363.0,X68,Accidentes y causas externas,,
1364.0,X69,Accidentes y causas externas,,
1365.0,X70,Accidentes y causas externas,,
1366.0,X71,Accidentes y causas externas,,
1367.0,X72,Accidentes y causas externas,,
1368.0,X73,Accidentes y causas externas,,
1369.0,X74,Accidentes y causas externas,,
1370.0,X75,Accidentes y causas externas,,
1371.0,X76,Accidentes y causas externas,,
1372.0,X77,Accidentes y causas externas,,
1373.0,X78,Accidentes y causas externas,,
1374.0,X79,Accidentes y causas externas,,
1375.0,X80,Accidentes y causas externas,,
1376.0,X81,Accidentes y causas externas,,
1377.0,X82,Accidentes y causas externas,,
1378.0,X83,Accidentes y causas externas,,
1379.0,X84,Accidentes y causas externas,,
1380.0,X85,Accidentes y causas externas,,
1381.0,X86,Accidentes y causas externas,,
1382.0,X87,Accidentes y causas externas,,
1383.0,X88,Accidentes y causas externas,,
1384.0,X89,Accidentes y causas externas,,
1385.0,X90,Accidentes y causas externas,,
1386.0,X91,Accidentes y causas externas,,
1387.0,X92,Accidentes y causas externas,,
1388.0,X93,Accidentes y causas externas,,
1389.0,X94,Accidentes y causas externas,,
1390.0,X95,Accidentes y causas externas,,
1391.0,X96,Accidentes y causas externas,,
1392.0,X97,Accidentes y causas externas,,
1393.0,X98,Accidentes y causas externas,,
1394.0,X99,Accidentes y causas externas,,
1395.0,Y00,Accidentes y causas externas,,
1396.0,Y01,Accidentes y causas externas,,
1397.0,Y02,Accidentes y causas externas,,
1398.0,Y03,Accidentes y causas externas,,
1399.0,Y04,Accidentes y causas externas,,
1400.0,Y05,Accidentes y causas externas,,
1401.0,Y06,Accidentes y causas externas,,
1402.0,Y07,Accidentes y causas externas,,
1403.0,Y08,Accidentes y causas externas,,
1404.0,Y09,Accidentes y causas externas,,
1405.0,Y10,Accidentes y causas externas,,
1406.0,Y11,Accidentes y causas externas,,
1407.0,Y12,Accidentes y causas externas,,
1408.0,Y13,Accidentes y causas externas,,
1409.0,Y14,Accidentes y causas externas,,
1410.0,Y15,Accidentes y causas externas,,
1411.0,Y16,Accidentes y causas externas,,
1412.0,Y17,Accidentes y causas externas,,
1413.0,Y18,Accidentes y causas externas,,
1414.0,Y19,Accidentes y causas externas,,
1415.0,Y20,Accidentes y causas externas,,
1416.0,Y21,Accidentes y causas externas,,
1417.0,Y22,Accidentes y causas externas,,
1418.0,Y23,Accidentes y causas externas,,
1419.0,Y24,Accidentes y causas externas,,
1420.0,Y25,Accidentes y causas externas,,
1421.0,Y26,Accidentes y causas externas,,
1422.0,Y27,Accidentes y causas externas,,
1423.0,Y28,Accidentes y causas externas,,
1424.0,Y29,Accidentes y causas externas,,
1425.0,Y30,Accidentes y causas externas,,
1426.0,Y31,Accidentes y causas externas,,
1427.0,Y32,Accidentes y causas externas,,
1428.0,Y33,Accidentes y causas externas,,
1429.0,Y34,Accidentes y causas externas,,
1430.0,Y35,Accidentes y causas externas,,
1431.0,Y36,Accidentes y causas externas,,
1432.0,Y40,Accidentes y causas externas,,
1433.0,Y41,Accidentes y causas externas,,
1434.0,Y42,Accidentes y causas externas,,
1435.0,Y43,Accidentes y causas externas,,
1436.0,Y44,Accidentes y causas externas,,
1437.0,Y45,Accidentes y causas externas,,
1438.0,Y46,Accidentes y causas externas,,
1439.0,Y47,Accidentes y causas externas,,
1440.0,Y48,Accidentes y causas externas,,
1441.0,Y49,Accidentes y causas externas,,
1442.0,Y50,Accidentes y causas externas,,
1443.0,Y51,Accidentes y causas externas,,
1444.0,Y52,Accidentes y causas externas,,
1445.0,Y53,Accidentes y causas externas,,
1446.0,Y54,Accidentes y causas externas,,
1447.0,Y55,Accidentes y causas externas,,
1448.0,Y56,Accidentes y causas externas,,
1449.0,Y57,Accidentes y causas externas,,
1450.0,Y59,Accidentes y causas externas,,
1451.0,Y60,Accidentes y causas externas,,
1452.0,Y61,Accidentes y causas externas,,
1453.0,Y62,Accidentes y causas externas,,
1454.0,Y63,Accidentes y causas externas,,
1455.0,Y64,Accidentes y causas externas,,
1456.0,Y65,Accidentes y causas externas,,
1457.0,Y69,Accidentes y causas externas,,
1458.0,Y70,Accidentes y causas externas,,
1459.0,Y71,Accidentes y causas externas,,
1460.0,Y73,Accidentes y causas externas,,
1461.0,Y74,Accidentes y causas externas,,
1462.0,Y75,Accidentes y causas externas,,
1463.0,Y76,Accidentes y causas externas,,
1464.0,Y79,Accidentes y causas externas,,
1465.0,Y80,Accidentes y causas externas,,
1466.0,Y81,Accidentes y causas externas,,
1467.0,Y82,Accidentes y causas externas,,
1468.0,Y83,Accidentes y causas externas,,
1469.0,Y84,Accidentes y causas externas,,
1470.0,Y85,Accidentes y causas externas,,
1471.0,Y86,Accidentes y causas externas,,
1472.0,Y87,Accidentes y causas externas,,
1473.0,Y88,Accidentes y causas externas,,
1474.0,Y89,Accidentes y causas externas,,
